holiday;temp;rain_1h;snow_1h;clouds_all;weather_main;weather_description;date_time;traffic_volume
None;30006;0;0;1;Haze;haze;24/05/2016 18:00;4611
None;29988;0;0;75;Haze;haze;24/05/2016 18:00;4611
None;29904;0;0;75;Haze;haze;24/05/2016 19:00;3456
None;29797;0;0;1;Thunderstorm;proximity thunderstorm;24/05/2016 20:00;2933
None;29629;25;0;1;Rain;light rain;24/05/2016 21:00;2804
None;29629;25;0;1;Drizzle;light intensity drizzle;24/05/2016 21:00;2804
None;29389;0;0;40;Clouds;scattered clouds;24/05/2016 22:00;1871
None;2923;0;0;20;Clouds;few clouds;24/05/2016 23:00;1129
None;29131;0;0;1;Clear;sky is clear;25/05/2016 00:00;718
None;29084;0;0;40;Clouds;scattered clouds;25/05/2016 01:00;454
None;29045;0;0;20;Clouds;few clouds;25/05/2016 02:00;323
None;29018;6;0;40;Rain;light rain;25/05/2016 03:00;356
None;28998;0;0;40;Clouds;scattered clouds;25/05/2016 04:00;912
None;29004;0;0;75;Clouds;broken clouds;25/05/2016 05:00;2981
None;29012;0;0;75;Clouds;broken clouds;25/05/2016 06:00;6038
None;29086;0;0;90;Clouds;overcast clouds;25/05/2016 07:00;6658
None;29262;0;0;90;Clouds;overcast clouds;25/05/2016 08:00;5879
None;2928;33;0;90;Rain;moderate rain;25/05/2016 10:00;4506
None;2928;33;0;90;Thunderstorm;thunderstorm;25/05/2016 10:00;4506
None;2928;33;0;90;Mist;mist;25/05/2016 10:00;4506
None;29358;254;0;90;Rain;moderate rain;25/05/2016 10:00;4506
None;29218;51;0;75;Rain;moderate rain;25/05/2016 11:00;4885
None;29218;51;0;75;Thunderstorm;thunderstorm with heavy rain;25/05/2016 11:00;4885
None;29256;0;0;75;Rain;light rain;25/05/2016 12:00;4918
None;29398;0;0;75;Rain;moderate rain;25/05/2016 14:00;5295
None;29398;0;0;75;Thunderstorm;proximity thunderstorm;25/05/2016 14:00;5295
None;29442;0;0;90;Rain;light rain;25/05/2016 14:00;5295
None;29442;0;0;90;Drizzle;light intensity drizzle;25/05/2016 14:00;5295
None;29495;6;0;90;Rain;light rain;25/05/2016 15:00;5537
None;29579;0;0;90;Rain;light rain;25/05/2016 16:00;6446
None;29646;0;0;75;Clouds;broken clouds;25/05/2016 18:00;4603
None;2965;0;0;75;Clouds;broken clouds;25/05/2016 18:00;4603
None;29637;0;0;20;Clouds;few clouds;25/05/2016 19:00;3465
None;29545;0;0;20;Clouds;few clouds;25/05/2016 20:00;3140
None;29362;0;0;20;Clouds;few clouds;25/05/2016 21:00;2945
None;29299;0;0;40;Thunderstorm;thunderstorm;25/05/2016 22:00;2000
None;29169;0;0;1;Mist;mist;25/05/2016 23:00;1696
None;29115;0;0;20;Mist;mist;26/05/2016 00:00;654
None;29103;0;0;40;Mist;mist;26/05/2016 01:00;440
None;29097;152;0;90;Rain;moderate rain;26/05/2016 02:00;301
None;29097;152;0;90;Thunderstorm;proximity thunderstorm;26/05/2016 02:00;301
None;29097;152;0;90;Mist;mist;26/05/2016 02:00;301
None;29079;1092;0;90;Rain;heavy intensity rain;26/05/2016 03:00;356
None;29079;1092;0;90;Thunderstorm;proximity thunderstorm;26/05/2016 03:00;356
None;29079;1092;0;90;Mist;mist;26/05/2016 03:00;356
None;29014;178;0;90;Rain;moderate rain;26/05/2016 04:00;1050
None;29014;178;0;90;Thunderstorm;thunderstorm with rain;26/05/2016 04:00;1050
None;29014;178;0;90;Mist;mist;26/05/2016 04:00;1050
None;28964;0;0;90;Rain;moderate rain;26/05/2016 05:00;3029
None;28964;0;0;90;Mist;mist;26/05/2016 05:00;3029
None;28928;0;0;90;Mist;mist;26/05/2016 06:00;6075
None;28928;0;0;90;Rain;light rain;26/05/2016 06:00;6075
None;28952;0;0;90;Clouds;overcast clouds;26/05/2016 07:00;6983
None;29015;0;0;75;Clouds;broken clouds;26/05/2016 08:00;6176
None;29371;0;0;20;Clouds;few clouds;26/05/2016 10:00;4694
None;29401;0;0;20;Clouds;few clouds;26/05/2016 10:00;4694
None;29548;0;0;1;Clear;sky is clear;26/05/2016 11:00;4919
None;29706;0;0;1;Clear;sky is clear;26/05/2016 12:00;5211
None;29866;0;0;20;Clouds;few clouds;26/05/2016 14:00;5311
None;29875;0;0;20;Clouds;few clouds;26/05/2016 14:00;5311
None;29947;0;0;40;Clouds;scattered clouds;26/05/2016 15:00;5726
None;29945;0;0;40;Clouds;scattered clouds;26/05/2016 16:00;6352
None;29925;0;0;1;Clear;sky is clear;26/05/2016 18:00;4729
None;29902;0;0;75;Clouds;broken clouds;26/05/2016 18:00;4729
None;29804;0;0;90;Clouds;overcast clouds;26/05/2016 19:00;3724
None;29656;0;0;90;Clouds;overcast clouds;26/05/2016 20:00;3399
None;29427;0;0;1;Clear;sky is clear;26/05/2016 21:00;3190
None;29308;0;0;1;Clear;sky is clear;26/05/2016 22:00;2621
None;29221;0;0;90;Clouds;overcast clouds;26/05/2016 23:00;1363
None;29093;0;0;1;Clear;sky is clear;27/05/2016 00:00;786
None;29036;0;0;1;Clear;sky is clear;27/05/2016 01:00;487
None;29042;0;0;90;Clouds;overcast clouds;27/05/2016 02:00;327
None;29093;3;0;90;Rain;light rain;27/05/2016 03:00;382
None;29131;51;0;90;Rain;light rain;27/05/2016 04:00;826
None;29137;0;0;90;Rain;light rain;27/05/2016 05:00;2651
None;29144;0;0;90;Rain;light rain;27/05/2016 06:00;5332
None;29163;0;0;75;Rain;moderate rain;27/05/2016 07:00;6092
None;29168;0;0;90;Rain;light rain;27/05/2016 08:00;5165
None;29162;102;0;90;Rain;light intensity shower rain;27/05/2016 10:00;4507
None;29162;102;0;90;Drizzle;drizzle;27/05/2016 10:00;4507
None;2915;14;0;90;Rain;light intensity shower rain;27/05/2016 10:00;4507
None;2915;14;0;90;Drizzle;drizzle;27/05/2016 10:00;4507
None;29073;216;0;90;Rain;moderate rain;27/05/2016 11:00;4856
None;29073;216;0;90;Mist;mist;27/05/2016 11:00;4856
None;29082;76;0;90;Rain;moderate rain;27/05/2016 12:00;5181
None;29082;76;0;90;Mist;mist;27/05/2016 12:00;5181
None;29082;76;0;90;Drizzle;drizzle;27/05/2016 12:00;5181
None;29087;89;0;90;Rain;light rain;27/05/2016 14:00;5095
None;29087;89;0;90;Mist;mist;27/05/2016 14:00;5095
None;2909;89;0;90;Rain;light rain;27/05/2016 14:00;5095
None;2909;89;0;90;Mist;mist;27/05/2016 14:00;5095
None;29082;64;0;90;Rain;moderate rain;27/05/2016 15:00;5406
None;29082;64;0;90;Mist;mist;27/05/2016 15:00;5406
None;29082;64;0;90;Drizzle;light intensity drizzle;27/05/2016 15:00;5406
None;29092;0;0;90;Drizzle;light intensity drizzle;27/05/2016 16:00;5597
None;29092;0;0;90;Rain;light rain;27/05/2016 16:00;5597
None;29092;0;0;90;Mist;mist;27/05/2016 16:00;5597
None;29124;0;0;90;Rain;moderate rain;27/05/2016 18:00;4252
None;29124;0;0;90;Mist;mist;27/05/2016 18:00;4252
None;29124;0;0;90;Drizzle;drizzle;27/05/2016 18:00;4252
None;29138;0;0;90;Drizzle;heavy intensity drizzle;27/05/2016 18:00;4252
None;29138;0;0;90;Rain;light rain;27/05/2016 18:00;4252
None;29145;25;0;75;Rain;light rain;27/05/2016 19:00;3481
None;29104;0;0;40;Clouds;scattered clouds;27/05/2016 20:00;2777
None;29026;0;0;75;Clouds;broken clouds;27/05/2016 21:00;2901
None;28996;0;0;75;Mist;mist;27/05/2016 22:00;2686
None;28965;0;0;90;Mist;mist;27/05/2016 23:00;1875
None;28946;0;0;90;Mist;mist;28/05/2016 00:00;1452
None;28927;0;0;90;Mist;mist;28/05/2016 01:00;970
None;28927;0;0;90;Rain;light rain;28/05/2016 01:00;970
None;28919;0;0;40;Mist;mist;28/05/2016 02:00;910
None;28919;0;0;40;Rain;moderate rain;28/05/2016 02:00;910
None;28885;0;0;40;Mist;mist;28/05/2016 03:00;644
None;28885;0;0;40;Fog;fog;28/05/2016 03:00;644
None;28869;0;0;90;Mist;mist;28/05/2016 04:00;692
None;28865;0;0;90;Mist;mist;28/05/2016 05:00;1106
None;28865;0;0;90;Fog;fog;28/05/2016 05:00;1106
None;28865;0;0;90;Rain;light rain;28/05/2016 05:00;1106
None;28856;0;0;90;Mist;mist;28/05/2016 06:00;1498
None;28856;0;0;90;Fog;fog;28/05/2016 06:00;1498
None;28856;0;0;90;Rain;light rain;28/05/2016 06:00;1498
None;28862;0;0;90;Mist;mist;28/05/2016 07:00;1994
None;28862;0;0;90;Fog;fog;28/05/2016 07:00;1994
None;28895;0;0;90;Mist;mist;28/05/2016 08:00;1941
None;28922;0;0;90;Mist;mist;28/05/2016 10:00;3587
None;2893;0;0;90;Mist;mist;28/05/2016 10:00;3587
None;28997;0;0;90;Clouds;overcast clouds;28/05/2016 11:00;4048
None;29076;0;0;90;Rain;light rain;28/05/2016 12:00;4213
None;29096;51;0;90;Rain;moderate rain;28/05/2016 14:00;4274
None;29096;51;0;90;Mist;mist;28/05/2016 14:00;4274
None;29093;76;0;90;Rain;moderate rain;28/05/2016 14:00;4274
None;29093;76;0;90;Mist;mist;28/05/2016 14:00;4274
None;29103;127;0;75;Rain;heavy intensity rain;28/05/2016 15:00;4143
None;29103;127;0;75;Mist;mist;28/05/2016 15:00;4143
None;29103;127;0;75;Thunderstorm;proximity thunderstorm;28/05/2016 15:00;4143
None;29103;127;0;75;Drizzle;light intensity drizzle;28/05/2016 15:00;4143
None;29083;51;0;90;Rain;moderate rain;28/05/2016 16:00;3941
None;29083;51;0;90;Mist;mist;28/05/2016 16:00;3941
None;29083;51;0;90;Thunderstorm;proximity thunderstorm;28/05/2016 16:00;3941
None;29083;51;0;90;Drizzle;light intensity drizzle;28/05/2016 16:00;3941
None;29144;0;0;90;Rain;light rain;28/05/2016 18:00;3556
None;29144;0;0;90;Mist;mist;28/05/2016 18:00;3556
None;29147;0;0;75;Rain;light rain;28/05/2016 18:00;3556
None;29112;0;0;90;Rain;light rain;28/05/2016 19:00;3010
None;29112;0;0;90;Mist;mist;28/05/2016 19:00;3010
None;29077;0;0;90;Rain;light rain;28/05/2016 20:00;2598
None;29077;0;0;90;Mist;mist;28/05/2016 20:00;2598
None;29054;0;0;90;Clouds;overcast clouds;28/05/2016 21:00;2582
None;2901;0;0;1;Mist;mist;28/05/2016 22:00;2668
None;2901;0;0;1;Rain;light rain;28/05/2016 22:00;2668
None;28979;0;0;90;Mist;mist;28/05/2016 23:00;2134
None;28979;0;0;90;Rain;light rain;28/05/2016 23:00;2134
None;2897;0;0;90;Mist;mist;29/05/2016 00:00;1452
None;28969;0;0;90;Mist;mist;29/05/2016 01:00;1065
None;28955;0;0;90;Mist;mist;29/05/2016 02:00;859
None;28937;12;0;75;Rain;moderate rain;29/05/2016 03:00;398
None;28937;12;0;75;Mist;mist;29/05/2016 03:00;398
None;28937;12;0;75;Drizzle;light intensity drizzle;29/05/2016 03:00;398
None;28916;25;0;90;Rain;light rain;29/05/2016 04:00;379
None;28916;25;0;90;Mist;mist;29/05/2016 04:00;379
None;28935;0;0;90;Rain;light rain;29/05/2016 05:00;557
None;28935;0;0;90;Mist;mist;29/05/2016 05:00;557
None;28936;0;0;75;Mist;mist;29/05/2016 06:00;966
None;28936;0;0;75;Drizzle;light intensity drizzle;29/05/2016 06:00;966
None;28936;0;0;75;Rain;moderate rain;29/05/2016 06:00;966
None;28969;0;0;90;Rain;light rain;29/05/2016 07:00;1372
None;29004;0;0;90;Rain;heavy intensity rain;29/05/2016 08:00;1711
None;29216;0;0;75;Clouds;broken clouds;29/05/2016 10:00;3307
None;29205;0;0;75;Clouds;broken clouds;29/05/2016 10:00;3307
None;29372;0;0;75;Clouds;broken clouds;29/05/2016 11:00;3854
None;29501;0;0;75;Clouds;broken clouds;29/05/2016 12:00;3997
None;29604;0;0;40;Rain;light rain;29/05/2016 14:00;3835
None;29661;0;0;75;Clouds;broken clouds;29/05/2016 14:00;3835
None;29691;0;0;75;Clouds;broken clouds;29/05/2016 15:00;3769
None;29741;0;0;40;Clouds;scattered clouds;29/05/2016 16:00;3530
None;29785;0;0;40;Clouds;scattered clouds;29/05/2016 17:00;3572
None;2974;0;0;40;Clouds;scattered clouds;29/05/2016 18:00;3250
None;2963;0;0;40;Thunderstorm;proximity thunderstorm;29/05/2016 19:00;3064
None;2963;0;0;40;Rain;proximity shower rain;29/05/2016 19:00;3064
None;29498;0;0;40;Rain;light rain;29/05/2016 20:00;3012
None;2928;0;0;20;Clouds;few clouds;29/05/2016 21:00;2786
None;29029;0;0;1;Clear;sky is clear;29/05/2016 22:00;2548
None;28937;0;0;1;Mist;mist;29/05/2016 23:00;1782
Memorial Day;28838;0;0;1;Mist;mist;30/05/2016 00:00;1082
None;28757;0;0;1;Mist;mist;30/05/2016 01:00;607
None;28757;0;0;1;Fog;fog;30/05/2016 01:00;607
None;28703;0;0;1;Mist;mist;30/05/2016 02:00;543
None;28703;0;0;1;Fog;fog;30/05/2016 02:00;543
None;28621;0;0;1;Mist;mist;30/05/2016 03:00;309
None;28621;0;0;1;Fog;fog;30/05/2016 03:00;309
None;28551;0;0;1;Mist;mist;30/05/2016 04:00;293
None;28551;0;0;1;Fog;fog;30/05/2016 04:00;293
None;28591;0;0;1;Mist;mist;30/05/2016 05:00;488
None;28591;0;0;1;Fog;fog;30/05/2016 05:00;488
None;28559;0;0;20;Mist;mist;30/05/2016 06:00;895
None;28559;0;0;20;Fog;fog;30/05/2016 06:00;895
None;28766;25;0;1;Rain;light rain;30/05/2016 07:00;1036
None;28766;25;0;1;Fog;fog;30/05/2016 07:00;1036
None;28766;25;0;1;Mist;mist;30/05/2016 07:00;1036
None;2902;0;0;75;Mist;mist;30/05/2016 08:00;1258
None;29546;0;0;75;Clouds;broken clouds;30/05/2016 10:00;2614
None;29551;0;0;75;Clouds;broken clouds;30/05/2016 10:00;2614
None;29756;0;0;75;Clouds;broken clouds;30/05/2016 11:00;3230
None;29885;0;0;40;Clouds;scattered clouds;30/05/2016 12:00;3551
None;30028;0;0;40;Clouds;scattered clouds;30/05/2016 14:00;3997
None;30032;0;0;40;Clouds;scattered clouds;30/05/2016 14:00;3997
None;30087;0;0;40;Clouds;scattered clouds;30/05/2016 15:00;4001
None;30118;0;0;40;Clouds;scattered clouds;30/05/2016 16:00;3924
None;30059;0;0;1;Clear;sky is clear;30/05/2016 18:00;3770
None;30041;0;0;1;Clear;sky is clear;30/05/2016 18:00;3770
None;29933;0;0;75;Clouds;broken clouds;30/05/2016 19:00;3610
None;29822;0;0;75;Clouds;broken clouds;30/05/2016 20:00;2946
None;29662;0;0;75;Clouds;broken clouds;30/05/2016 21:00;2650
None;2958;0;0;75;Clouds;broken clouds;30/05/2016 22:00;1969
None;29516;0;0;75;Rain;light rain;30/05/2016 23:00;1126
None;29475;0;0;75;Rain;heavy intensity rain;31/05/2016 00:00;689
None;29404;0;0;75;Clouds;broken clouds;31/05/2016 01:00;468
None;29362;0;0;75;Thunderstorm;proximity thunderstorm;31/05/2016 02:00;357
None;29285;0;0;75;Rain;heavy intensity rain;31/05/2016 03:00;534
None;29285;0;0;75;Haze;haze;31/05/2016 03:00;534
None;29219;0;0;75;Rain;light rain;31/05/2016 04:00;1334
None;29174;0;0;75;Rain;moderate rain;31/05/2016 05:00;3188
None;29112;0;0;75;Rain;light rain;31/05/2016 06:00;6223
None;29142;0;0;90;Clouds;overcast clouds;31/05/2016 07:00;6790
None;29146;4;0;90;Rain;moderate rain;31/05/2016 08:00;5563
None;29148;0;0;90;Drizzle;drizzle;31/05/2016 10:00;4368
None;29148;0;0;90;Rain;light rain;31/05/2016 10:00;4368
None;29152;0;0;90;Drizzle;drizzle;31/05/2016 10:00;4368
None;29152;0;0;90;Rain;light rain;31/05/2016 10:00;4368
None;29262;0;0;90;Rain;light rain;31/05/2016 11:00;4698
None;29341;0;0;90;Rain;light rain;31/05/2016 12:00;4897
None;29405;0;0;90;Rain;light rain;31/05/2016 14:00;5383
None;29392;0;0;90;Rain;light rain;31/05/2016 14:00;5383
None;29421;51;0;75;Rain;light rain;31/05/2016 15:00;5869
None;2944;0;0;75;Rain;moderate rain;31/05/2016 16:00;6396
None;2944;0;0;75;Drizzle;light intensity drizzle;31/05/2016 16:00;6396
None;29494;0;0;40;Clouds;scattered clouds;31/05/2016 18:00;4418
None;29498;0;0;75;Clouds;broken clouds;31/05/2016 18:00;4418
None;29506;0;0;75;Clouds;broken clouds;31/05/2016 19:00;3192
None;29451;0;0;75;Clouds;broken clouds;31/05/2016 20:00;2788
None;29222;0;0;75;Clouds;broken clouds;31/05/2016 21:00;2526
None;2906;0;0;20;Clouds;few clouds;31/05/2016 22:00;1814
None;2899;0;0;1;Clear;sky is clear;31/05/2016 23:00;1163
None;2895;0;0;20;Clouds;few clouds;01/06/2016 00:00;628
None;28948;0;0;20;Clouds;few clouds;01/06/2016 01:00;441
None;28942;0;0;20;Clouds;few clouds;01/06/2016 02:00;321
None;28901;0;0;1;Clear;sky is clear;01/06/2016 03:00;337
None;28847;0;0;1;Clear;sky is clear;01/06/2016 04:00;917
None;28749;0;0;20;Clouds;few clouds;01/06/2016 05:00;3160
None;28713;0;0;20;Clouds;few clouds;01/06/2016 06:00;6157
None;2878;0;0;20;Clouds;few clouds;01/06/2016 07:00;6442
None;28854;0;0;40;Clouds;scattered clouds;01/06/2016 08:00;6264
None;28906;0;0;90;Clouds;overcast clouds;01/06/2016 10:00;4831
None;28906;0;0;90;Clouds;overcast clouds;01/06/2016 10:00;4831
None;28967;0;0;90;Rain;light rain;01/06/2016 11:00;5082
None;28963;0;0;90;Clouds;overcast clouds;01/06/2016 12:00;5094
None;29011;0;0;90;Clouds;overcast clouds;01/06/2016 14:00;5297
None;29006;0;0;90;Clouds;overcast clouds;01/06/2016 14:00;5297
None;29071;0;0;90;Clouds;overcast clouds;01/06/2016 15:00;5649
None;29068;0;0;75;Clouds;broken clouds;01/06/2016 16:00;6572
None;29089;0;0;90;Clouds;overcast clouds;01/06/2016 18:00;4689
None;29057;0;0;90;Clouds;overcast clouds;01/06/2016 18:00;4689
None;29051;0;0;90;Clouds;overcast clouds;01/06/2016 19:00;3538
None;29005;0;0;75;Clouds;broken clouds;01/06/2016 20:00;3083
None;28877;0;0;40;Clouds;scattered clouds;01/06/2016 21:00;2799
None;28838;0;0;75;Clouds;broken clouds;01/06/2016 22:00;1922
None;28828;0;0;75;Clouds;broken clouds;01/06/2016 23:00;1169
None;28815;0;0;75;Clouds;broken clouds;02/06/2016 00:00;664
None;28772;0;0;75;Clouds;broken clouds;02/06/2016 01:00;393
None;28736;0;0;90;Clouds;overcast clouds;02/06/2016 02:00;291
None;28717;0;0;90;Clouds;overcast clouds;02/06/2016 03:00;353
None;28669;0;0;75;Clouds;broken clouds;02/06/2016 04:00;930
None;28605;0;0;75;Clouds;broken clouds;02/06/2016 05:00;3008
None;28571;0;0;75;Clouds;broken clouds;02/06/2016 06:00;5485
None;28646;0;0;75;Clouds;broken clouds;02/06/2016 07:00;6476
None;2872;0;0;40;Clouds;scattered clouds;02/06/2016 08:00;5613
None;28913;0;0;75;Clouds;broken clouds;02/06/2016 10:00;4625
None;28914;0;0;75;Clouds;broken clouds;02/06/2016 10:00;4625
None;29008;0;0;75;Clouds;broken clouds;02/06/2016 11:00;4750
None;29112;0;0;40;Clouds;scattered clouds;02/06/2016 12:00;5047
None;29273;0;0;40;Clouds;scattered clouds;02/06/2016 14:00;5269
None;29325;0;0;75;Haze;haze;02/06/2016 14:00;5269
None;29442;0;0;40;Clouds;scattered clouds;02/06/2016 15:00;5772
None;29471;0;0;20;Clouds;few clouds;02/06/2016 16:00;6339
None;29546;0;0;1;Clear;sky is clear;02/06/2016 18:00;4795
None;29528;0;0;1;Clear;sky is clear;02/06/2016 18:00;4795
None;29507;0;0;1;Clear;sky is clear;02/06/2016 19:00;3666
None;29436;0;0;1;Clear;sky is clear;02/06/2016 20:00;3184
None;29167;0;0;20;Clouds;few clouds;02/06/2016 21:00;3183
None;28857;0;0;1;Clear;sky is clear;02/06/2016 22:00;3268
None;28763;0;0;1;Clear;sky is clear;02/06/2016 23:00;2061
None;28762;0;0;1;Clear;sky is clear;03/06/2016 00:00;993
None;28801;0;0;20;Clouds;few clouds;03/06/2016 01:00;596
None;28834;0;0;75;Clouds;broken clouds;03/06/2016 02:00;504
None;28848;0;0;75;Clouds;broken clouds;03/06/2016 03:00;571
None;28867;0;0;40;Clouds;scattered clouds;03/06/2016 04:00;933
None;28855;0;0;75;Clouds;broken clouds;03/06/2016 05:00;3016
None;28861;0;0;75;Clouds;broken clouds;03/06/2016 06:00;5444
None;28926;0;0;75;Rain;moderate rain;03/06/2016 07:00;6459
None;29074;0;0;75;Clouds;broken clouds;03/06/2016 08:00;5471
None;29216;0;0;75;Clouds;broken clouds;03/06/2016 09:00;5126
None;29264;0;0;90;Rain;light intensity shower rain;03/06/2016 10:00;4695
None;29234;102;0;90;Rain;light intensity shower rain;03/06/2016 11:00;4991
None;29207;25;0;90;Rain;light intensity shower rain;03/06/2016 12:00;5254
None;29207;25;0;90;Drizzle;light intensity drizzle;03/06/2016 12:00;5254
None;2917;76;0;90;Rain;moderate rain;03/06/2016 13:00;5185
None;2917;76;0;90;Drizzle;light intensity drizzle;03/06/2016 13:00;5185
None;29169;268;0;90;Rain;moderate rain;03/06/2016 14:00;5364
None;29144;51;0;90;Rain;moderate rain;03/06/2016 15:00;5723
None;29144;51;0;90;Drizzle;light intensity drizzle;03/06/2016 15:00;5723
None;29116;141;0;90;Rain;moderate rain;03/06/2016 16:00;5933
None;29116;141;0;90;Mist;mist;03/06/2016 16:00;5933
None;29116;141;0;90;Drizzle;light intensity drizzle;03/06/2016 16:00;5933
None;29136;0;0;90;Rain;proximity shower rain;03/06/2016 17:00;5924
None;29136;0;0;90;Thunderstorm;proximity thunderstorm;03/06/2016 17:00;5924
None;2915;0;0;90;Rain;proximity shower rain;03/06/2016 18:00;4946
None;2915;0;0;90;Drizzle;light intensity drizzle;03/06/2016 18:00;4946
None;29162;0;0;75;Rain;light rain;03/06/2016 19:00;3800
None;29174;0;0;75;Clouds;broken clouds;03/06/2016 20:00;3023
None;29068;0;0;75;Rain;light rain;03/06/2016 21:00;3260
None;29032;7;0;40;Rain;light rain;03/06/2016 22:00;2685
None;28977;0;0;1;Rain;light rain;03/06/2016 23:00;1999
None;28977;0;0;1;Drizzle;light intensity drizzle;03/06/2016 23:00;1999
None;28947;0;0;90;Drizzle;light intensity drizzle;04/06/2016 00:00;1259
None;28956;0;0;90;Rain;light rain;04/06/2016 01:00;797
None;28956;0;0;90;Drizzle;drizzle;04/06/2016 01:00;797
None;28921;0;0;90;Rain;moderate rain;04/06/2016 02:00;789
None;28885;51;0;90;Rain;light rain;04/06/2016 03:00;477
None;28885;51;0;90;Mist;mist;04/06/2016 03:00;477
None;28826;0;0;90;Mist;mist;04/06/2016 04:00;483
None;28783;0;0;75;Mist;mist;04/06/2016 05:00;936
None;28765;0;0;40;Rain;moderate rain;04/06/2016 06:00;1625
None;28765;0;0;40;Mist;mist;04/06/2016 06:00;1625
None;28826;0;0;75;Mist;mist;04/06/2016 07:00;2415
None;28917;0;0;75;Clouds;broken clouds;04/06/2016 08:00;3320
None;29082;0;0;40;Rain;light rain;04/06/2016 09:00;3957
None;29211;0;0;40;Rain;light rain;04/06/2016 10:00;4284
None;29276;0;0;90;Rain;light rain;04/06/2016 11:00;4669
None;29254;0;0;90;Rain;light rain;04/06/2016 12:00;4732
None;29254;0;0;90;Drizzle;light intensity drizzle;04/06/2016 12:00;4732
None;29254;0;0;90;Thunderstorm;proximity thunderstorm;04/06/2016 12:00;4732
None;29257;279;0;40;Rain;moderate rain;04/06/2016 13:00;4968
None;29257;279;0;40;Haze;haze;04/06/2016 13:00;4968
None;29321;0;0;90;Rain;light rain;04/06/2016 14:00;5104
None;29388;0;0;75;Thunderstorm;proximity thunderstorm;04/06/2016 15:00;4875
None;29268;0;0;75;Rain;moderate rain;04/06/2016 16:00;4805
None;2924;152;0;75;Rain;proximity shower rain;04/06/2016 17:00;4609
None;29144;0;0;90;Rain;heavy intensity rain;04/06/2016 18:00;4333
None;29144;0;0;90;Mist;mist;04/06/2016 18:00;4333
None;29091;0;0;90;Rain;moderate rain;04/06/2016 19:00;3619
None;29091;0;0;90;Drizzle;drizzle;04/06/2016 19:00;3619
None;2901;0;0;75;Rain;moderate rain;04/06/2016 20:00;3491
None;28955;0;0;90;Clouds;overcast clouds;04/06/2016 21:00;3299
None;28881;0;0;90;Rain;light rain;04/06/2016 22:00;2944
None;28804;0;0;75;Clouds;broken clouds;04/06/2016 23:00;2418
None;28728;0;0;40;Clouds;scattered clouds;05/06/2016 00:00;1648
None;28659;0;0;1;Clear;sky is clear;05/06/2016 01:00;913
None;2862;0;0;1;Clear;sky is clear;05/06/2016 02:00;704
None;2857;9;0;20;Rain;light rain;05/06/2016 03:00;369
None;28559;0;0;20;Clouds;few clouds;05/06/2016 04:00;364
None;2856;0;0;1;Clear;sky is clear;05/06/2016 05:00;555
None;28569;0;0;1;Clear;sky is clear;05/06/2016 06:00;1003
None;28747;0;0;1;Clear;sky is clear;05/06/2016 07:00;1372
None;28962;0;0;1;Clear;sky is clear;05/06/2016 08:00;2211
None;29175;0;0;20;Clouds;few clouds;05/06/2016 09:00;3126
None;2937;0;0;40;Clouds;scattered clouds;05/06/2016 10:00;3833
None;29587;0;0;20;Clouds;few clouds;05/06/2016 11:00;4397
None;2975;0;0;40;Clouds;scattered clouds;05/06/2016 12:00;4798
None;29871;0;0;20;Clouds;few clouds;05/06/2016 13:00;4656
None;29963;0;0;40;Clouds;scattered clouds;05/06/2016 14:00;4753
None;29994;0;0;40;Clouds;scattered clouds;05/06/2016 15:00;4582
None;29973;0;0;40;Clouds;scattered clouds;05/06/2016 16:00;4607
None;29984;0;0;40;Clouds;scattered clouds;05/06/2016 17:00;4549
None;29907;0;0;20;Clouds;few clouds;05/06/2016 18:00;4375
None;29844;0;0;20;Clouds;few clouds;05/06/2016 19:00;3634
None;29694;0;0;20;Clouds;few clouds;05/06/2016 20:00;2890
None;29414;0;0;20;Clouds;few clouds;05/06/2016 21:00;2796
None;29226;0;0;20;Rain;light rain;05/06/2016 22:00;2081
None;2908;0;0;20;Clouds;few clouds;05/06/2016 23:00;1256
None;28926;0;0;1;Rain;light rain;06/06/2016 00:00;650
None;28823;0;0;1;Clear;sky is clear;06/06/2016 01:00;435
None;28797;0;0;1;Clear;sky is clear;06/06/2016 02:00;320
None;28824;0;0;20;Clouds;few clouds;06/06/2016 03:00;343
None;28831;0;0;75;Clouds;broken clouds;06/06/2016 04:00;906
None;28855;0;0;40;Rain;light rain;06/06/2016 05:00;2994
None;28732;25;0;90;Rain;light rain;06/06/2016 06:00;5188
None;28732;25;0;90;Drizzle;light intensity drizzle;06/06/2016 06:00;5188
None;28667;0;0;40;Rain;light rain;06/06/2016 07:00;6592
None;28751;0;0;20;Clouds;few clouds;06/06/2016 08:00;5564
None;28964;0;0;20;Clouds;few clouds;06/06/2016 09:00;4879
None;29089;0;0;20;Clouds;few clouds;06/06/2016 10:00;4642
None;29106;0;0;75;Clouds;broken clouds;06/06/2016 11:00;4618
None;29113;0;0;90;Clouds;overcast clouds;06/06/2016 12:00;4872
None;29141;0;0;75;Rain;proximity shower rain;06/06/2016 13:00;4809
None;29232;0;0;75;Rain;proximity shower rain;06/06/2016 14:00;5058
None;29216;0;0;90;Rain;proximity shower rain;06/06/2016 15:00;5519
None;29315;0;0;75;Rain;heavy intensity rain;06/06/2016 16:00;6473
None;29283;0;0;75;Rain;heavy intensity rain;06/06/2016 17:00;5975
